worker_id,week_start,income_cad,expense_cad,essential_expense_cad,net_cashflow_cad,advances_count,advances_amount_cad,advance_fees_cad,ending_balance_cad,buffer_days_estimate,negative_balance_flag
W-0115,2026-04-20,859.62,0.00,0.00,859.62,0,0.00,0.00,2449.06,,0
W-0115,2026-04-27,510.92,1931.73,1906.00,-1420.81,0,0.00,0.00,3158.83,11.6,0
W-0115,2026-05-04,722.06,835.73,759.00,-113.67,1,42.65,1.99,3585.67,33.07,0
W-0115,2026-05-11,342.60,5.00,5.00,337.60,0,0.00,0.00,3991.06,5587.48,0
W-0115,2026-05-18,893.04,15.50,0.00,877.54,0,0.00,0.00,5116.53,,0
W-0115,2026-05-25,676.09,105.00,105.00,571.09,2,121.38,5.52,5792.62,386.17,0
W-0115,2026-06-01,506.42,2565.00,2565.00,-2058.58,0,0.00,0.00,6123.45,16.71,0
W-0115,2026-06-08,1159.21,0.00,0.00,1159.21,0,0.00,0.00,7458.25,,0
W-0115,2026-06-15,578.38,0.00,0.00,578.38,0,0.00,0.00,8036.63,,0
W-0115,2026-06-22,581.72,105.00,105.00,476.72,0,0.00,0.00,8393.04,559.54,0
W-0115,2026-06-29,410.88,0.00,0.00,410.88,0,0.00,0.00,8803.28,,0
W-0116,2026-03-30,623.96,1456.08,1388.15,-832.12,0,0.00,0.00,9957.05,50.21,0
W-0116,2026-04-06,744.33,211.16,211.16,533.17,0,0.00,0.00,1997.36,66.21,0
W-0116,2026-04-13,1365.38,447.77,202.67,917.61,0,0.00,0.00,9468.89,327.05,0
W-0116,2026-04-20,817.64,250.29,57.00,567.35,0,0.00,0.00,9187.23,1128.26,0
W-0116,2026-04-27,609.22,1679.50,1593.34,-1070.28,0,0.00,0.00,8832.33,38.8,0
W-0116,2026-05-04,1510.60,569.18,479.80,941.42,0,0.00,0.00,8295.55,121.03,0
W-0116,2026-05-11,1660.83,58.58,12.43,1602.25,0,0.00,0.00,7963.78,4484.83,0
W-0116,2026-05-18,1154.70,464.34,318.10,690.36,0,0.00,0.00,7856.02,172.88,0
W-0116,2026-05-25,1585.54,289.23,226.08,1296.31,0,0.00,0.00,7560.39,234.09,0
W-0116,2026-06-01,710.18,1632.07,1491.35,-921.89,0,0.00,0.00,7206.32,33.82,0
W-0116,2026-06-08,475.06,762.63,591.62,-287.57,0,0.00,0.00,6522.69,77.18,0
W-0116,2026-06-15,670.72,397.78,358.33,272.94,0,0.00,0.00,6144.90,120.04,0
W-0116,2026-06-22,1948.42,437.72,405.29,1510.70,0,0.00,0.00,5764.18,99.56,0
W-0116,2026-06-29,155.14,263.62,237.72,-108.48,0,0.00,0.00,5500.56,161.97,0
W-0117,2026-03-30,223.48,1428.16,1374.59,-1204.68,0,0.00,0.00,3548.36,18.07,0
W-0117,2026-04-06,353.71,684.56,582.14,-330.85,0,0.00,0.00,3137.63,37.73,0
W-0117,2026-04-13,992.32,1102.18,1076.27,-109.86,0,0.00,0.00,2283.20,14.85,0
W-0117,2026-04-20,584.76,624.42,450.19,-39.66,0,0.00,0.00,1581.20,24.59,0
W-0117,2026-04-27,824.83,1531.17,1429.26,-706.34,0,0.00,0.00,1110.03,5.44,0
W-0117,2026-05-04,551.49,581.50,243.05,-30.01,0,0.00,0.00,607.52,17.5,0
W-0117,2026-05-11,590.48,753.29,578.79,-162.81,0,0.00,0.00,4201.98,50.82,0
W-0117,2026-05-18,889.01,473.16,394.72,415.85,0,0.00,0.00,4479.17,79.43,0
W-0117,2026-05-25,473.00,118.64,91.00,354.36,0,0.00,0.00,-286.56,-22.04,1
W-0117,2026-06-01,477.61,998.15,974.00,-520.54,0,0.00,0.00,5650.09,40.61,0
W-0117,2026-06-08,569.99,0.00,0.00,569.99,0,0.00,0.00,6435.95,,0
W-0117,2026-06-15,621.70,462.21,449.00,159.49,0,0.00,0.00,7323.26,114.17,0
W-0117,2026-06-22,1035.09,86.00,86.00,949.09,0,0.00,0.00,8268.38,673.01,0
W-0117,2026-06-29,246.14,0.00,0.00,246.14,0,0.00,0.00,8514.52,,0
W-0118,2026-03-30,0.00,1174.85,1174.85,-1174.85,1,45.78,3.20,7828.63,46.64,0
W-0118,2026-04-06,232.46,242.98,88.42,-10.52,0,0.00,0.00,7585.65,600.54,0
W-0118,2026-04-13,923.26,847.93,729.26,75.33,0,0.00,0.00,7287.55,69.95,0
W-0118,2026-04-20,563.98,562.04,512.02,1.94,0,0.00,0.00,6793.27,92.87,0
W-0118,2026-04-27,519.30,1321.48,1177.83,-802.18,0,0.00,0.00,6388.20,37.97,0
W-0118,2026-05-04,1501.15,292.03,250.27,1209.12,1,89.04,4.45,4183.80,117.02,0
W-0118,2026-05-11,1322.59,861.63,726.15,460.96,0,0.00,0.00,5760.54,55.53,0
W-0118,2026-05-18,1573.56,513.76,395.68,1059.80,0,0.00,0.00,5260.82,93.07,0
W-0118,2026-05-25,1524.35,706.88,617.46,817.47,1,43.66,1.99,4680.90,53.07,0
W-0118,2026-06-01,1161.26,1124.28,1038.35,36.98,1,96.99,0.00,9544.49,64.34,0
W-0118,2026-06-08,919.93,455.04,312.20,464.89,1,68.66,2.06,4157.58,93.22,0
W-0118,2026-06-15,1676.28,786.81,529.44,889.47,1,73.78,3.69,12140.70,160.52,0
W-0118,2026-06-22,297.83,747.50,629.74,-449.67,1,63.71,4.46,3101.27,34.47,0
W-0118,2026-06-29,299.95,133.80,88.82,166.15,0,0.00,0.00,2967.47,233.87,0
W-0119,2026-03-30,230.18,541.29,405.53,-311.11,0,0.00,0.00,6819.48,117.71,0
W-0119,2026-04-06,541.71,782.64,628.01,-240.93,0,0.00,0.00,5219.55,58.18,0
W-0119,2026-04-13,756.56,944.14,944.14,-187.58,0,0.00,0.00,1601.66,11.87,0
W-0119,2026-04-20,782.51,740.34,389.88,42.17,0,0.00,0.00,4474.68,80.34,0
W-0119,2026-04-27,980.83,482.66,183.45,498.17,0,0.00,0.00,3677.95,140.34,0
W-0119,2026-05-04,735.33,829.23,386.12,-93.90,0,0.00,0.00,3318.06,60.15,0
W-0119,2026-05-11,523.94,1242.24,1169.62,-718.30,0,0.00,0.00,4769.83,28.55,0
W-0119,2026-05-18,674.13,605.26,384.36,68.87,0,0.00,0.00,2247.68,40.93,0
W-0119,2026-05-25,676.99,942.72,760.32,-265.73,0,0.00,0.00,1353.90,12.46,0
W-0119,2026-06-01,288.06,519.18,318.23,-231.12,0,0.00,0.00,877.78,19.31,0
W-0119,2026-06-08,655.67,502.78,317.57,152.89,0,0.00,0.00,467.00,10.29,0
W-0119,2026-06-15,759.95,1314.85,1171.08,-554.90,0,0.00,0.00,223.87,1.34,0
W-0119,2026-06-22,1273.97,0.00,0.00,1273.97,0,0.00,0.00,8579.28,,0
W-0119,2026-06-29,344.88,0.00,0.00,344.88,1,101.47,3.04,9443.48,,0
W-0120,2026-03-30,349.92,967.58,939.39,-617.66,0,0.00,0.00,925.70,6.9,0
W-0120,2026-04-06,589.76,504.45,320.98,85.31,0,0.00,0.00,2669.09,58.21,0
W-0120,2026-04-13,445.40,1022.30,973.03,-576.90,0,0.00,0.00,2297.79,16.53,0
W-0120,2026-04-20,601.67,482.05,277.24,119.62,0,0.00,0.00,1815.74,45.85,0
W-0120,2026-04-27,478.10,1738.53,1432.36,-1260.43,0,0.00,0.00,999.28,4.88,0
W-0120,2026-05-04,537.84,657.61,553.38,-119.77,0,0.00,0.00,518.69,6.56,0
W-0120,2026-05-11,877.91,914.64,688.11,-36.73,0,0.00,0.00,151.96,1.55,0
W-0120,2026-05-18,636.21,264.71,195.52,371.50,0,0.00,0.00,4839.07,173.25,0
W-0120,2026-05-25,329.73,0.00,0.00,329.73,0,0.00,0.00,5291.76,,0
W-0120,2026-06-01,891.91,891.89,880.00,0.02,0,0.00,0.00,-81.64,-0.65,1
W-0120,2026-06-08,458.25,169.00,169.00,289.25,0,0.00,0.00,6834.38,283.08,0
W-0120,2026-06-15,474.28,676.03,661.00,-201.75,0,0.00,0.00,-106.67,-1.13,1
W-0120,2026-06-22,657.94,0.00,0.00,657.94,0,0.00,0.00,7919.08,,0
W-0120,2026-06-29,407.98,0.00,0.00,407.98,0,0.00,0.00,7802.15,,0
W-0121,2026-03-30,0.00,1319.60,1170.37,-1319.60,0,0.00,0.00,3769.53,22.55,0
W-0121,2026-04-06,910.50,338.17,221.31,572.33,0,0.00,0.00,3408.75,107.82,0
W-0121,2026-04-13,332.14,965.58,734.04,-633.44,0,0.00,0.00,2941.17,28.05,0
W-0121,2026-04-20,604.23,138.83,5.18,465.40,0,0.00,0.00,2802.34,3786.95,0
W-0121,2026-04-27,461.56,1147.08,1070.38,-685.52,0,0.00,0.00,2454.26,16.05,0
W-0121,2026-05-04,1061.27,588.55,488.55,472.72,0,0.00,0.00,2152.25,30.84,0
W-0121,2026-05-11,532.86,742.61,607.23,-209.75,0,0.00,0.00,1843.39,21.25,0
W-0121,2026-05-18,333.74,357.66,136.57,-23.92,0,0.00,0.00,4439.09,227.53,0
W-0121,2026-05-25,639.45,210.88,182.87,428.57,0,0.00,0.00,5389.01,206.28,0
W-0121,2026-06-01,663.59,1313.00,1180.30,-649.41,0,0.00,0.00,913.55,5.42,0
W-0121,2026-06-08,1170.02,257.93,123.84,912.09,0,0.00,0.00,7180.56,405.88,0
W-0121,2026-06-15,675.05,787.90,710.29,-112.85,0,0.00,0.00,392.71,3.87,0
W-0121,2026-06-22,623.27,465.30,340.92,157.97,0,0.00,0.00,8365.83,171.77,0
W-0121,2026-06-29,194.67,5.00,5.00,189.67,0,0.00,0.00,8560.50,11984.7,0
W-0122,2026-03-30,443.87,988.68,963.20,-544.81,0,0.00,0.00,761.44,5.53,0
W-0122,2026-04-06,1006.28,348.78,250.18,657.50,0,0.00,0.00,8554.41,239.35,0
W-0122,2026-04-13,646.42,427.20,130.80,219.22,0,0.00,0.00,8127.21,434.94,0
W-0122,2026-04-20,1113.35,445.50,279.60,667.85,0,0.00,0.00,3527.49,88.31,0
W-0122,2026-04-27,466.85,980.95,980.95,-514.10,0,0.00,0.00,7436.76,53.07,0
W-0122,2026-05-04,805.74,431.06,295.25,374.68,0,0.00,0.00,9229.87,218.83,0
W-0122,2026-05-11,449.65,792.82,628.61,-343.17,0,0.00,0.00,6296.88,70.12,0
W-0122,2026-05-18,1866.93,452.44,318.46,1414.49,0,0.00,0.00,5844.44,128.47,0
W-0122,2026-05-25,721.66,570.99,369.09,150.67,0,0.00,0.00,5347.45,101.42,0
W-0122,2026-06-01,1123.23,1329.14,1216.26,-205.91,0,0.00,0.00,4983.07,28.68,0
W-0122,2026-06-08,610.84,403.92,355.22,206.92,0,0.00,0.00,4392.80,86.56,0
W-0122,2026-06-15,884.14,283.55,174.60,600.59,0,0.00,0.00,10276.54,412.0,0
W-0122,2026-06-22,572.42,1077.60,911.86,-505.18,0,0.00,0.00,10837.22,83.19,0
W-0122,2026-06-29,576.92,73.40,73.40,503.52,0,0.00,0.00,11407.02,1087.86,0
W-0123,2026-03-30,502.68,2380.17,2380.17,-1877.49,0,0.00,0.00,703.28,2.07,0
W-0123,2026-04-06,446.81,380.33,229.08,66.48,0,0.00,0.00,322.95,9.87,0
W-0123,2026-04-13,754.76,354.29,267.51,400.47,0,0.00,0.00,1405.37,36.77,0
W-0123,2026-04-20,595.80,84.00,84.00,511.80,0,0.00,0.00,2140.29,178.36,0
W-0123,2026-04-27,215.33,1730.00,1730.00,-1514.67,0,0.00,0.00,1569.45,6.35,0
W-0123,2026-05-04,273.21,10.00,10.00,263.21,0,0.00,0.00,2913.38,2039.37,0
W-0123,2026-05-11,667.84,0.00,0.00,667.84,0,0.00,0.00,3746.67,,0
W-0123,2026-05-18,988.85,79.00,79.00,909.85,0,0.00,0.00,4575.83,405.45,0
W-0123,2026-05-25,734.74,48.00,48.00,686.74,0,0.00,0.00,5208.96,759.64,0
W-0123,2026-06-01,170.59,1687.00,1687.00,-1516.41,0,0.00,0.00,5379.55,22.32,0
W-0123,2026-06-08,334.63,10.00,10.00,324.63,0,0.00,0.00,-61.34,-42.94,1
W-0123,2026-06-15,289.48,79.00,79.00,210.48,0,0.00,0.00,5848.27,518.2,0
W-0123,2026-06-22,574.14,97.34,48.00,476.80,0,0.00,0.00,6699.83,977.06,0
W-0123,2026-06-29,250.65,0.00,0.00,250.65,0,0.00,0.00,6828.45,,0
W-0124,2026-03-30,538.14,1389.62,1334.51,-851.48,0,0.00,0.00,5265.31,27.62,0
W-0124,2026-04-06,608.52,329.78,279.69,278.74,0,0.00,0.00,5027.52,125.83,0
W-0124,2026-04-13,1022.20,601.82,525.56,420.38,0,0.00,0.00,4425.70,58.95,0
W-0124,2026-04-20,730.99,510.19,397.73,220.80,0,0.00,0.00,3096.23,54.49,0
W-0124,2026-04-27,444.70,1760.48,1565.04,-1315.78,0,0.00,0.00,3513.26,15.71,0
W-0124,2026-05-04,765.00,182.16,160.07,582.84,0,0.00,0.00,4305.93,188.3,0
W-0124,2026-05-11,585.51,426.79,190.89,158.72,0,0.00,0.00,5039.29,184.79,0
W-0124,2026-05-18,767.19,604.02,408.93,163.17,0,0.00,0.00,2329.05,39.87,0
W-0124,2026-05-25,905.08,911.28,760.46,-6.20,0,0.00,0.00,1417.77,13.05,0
W-0124,2026-06-01,704.79,1824.97,1685.49,-1120.18,0,0.00,0.00,5389.90,22.38,0
W-0124,2026-06-08,734.89,394.24,229.09,340.65,0,0.00,0.00,585.55,17.89,0
W-0124,2026-06-15,451.80,240.31,182.03,211.49,0,0.00,0.00,345.24,13.28,0
W-0124,2026-06-22,778.03,394.08,336.80,383.95,0,0.00,0.00,9233.22,191.9,0
W-0124,2026-06-29,287.68,0.00,0.00,287.68,0,0.00,0.00,9354.55,,0
W-0125,2026-03-30,274.94,2194.15,2090.23,-1919.21,0,0.00,0.00,702.02,2.35,0
W-0125,2026-04-06,334.54,566.72,386.27,-232.18,0,0.00,0.00,182.98,3.32,0
W-0125,2026-04-13,565.82,402.26,377.61,163.56,0,0.00,0.00,1308.25,24.25,0
W-0125,2026-04-20,698.57,35.87,0.00,662.70,1,61.89,1.99,-45.83,,1
W-0125,2026-04-27,869.21,1893.14,1880.00,-1023.93,0,0.00,0.00,3264.13,12.15,0
W-0125,2026-05-04,758.32,117.99,98.00,640.33,1,62.47,0.00,3818.89,272.78,0
W-0125,2026-05-11,423.71,257.00,257.00,166.71,0,0.00,0.00,4406.23,120.01,0
W-0125,2026-05-18,523.93,38.53,0.00,485.40,0,0.00,0.00,4873.80,,0
W-0125,2026-05-25,578.01,178.00,178.00,400.01,0,0.00,0.00,5466.86,214.99,0
W-0125,2026-06-01,351.00,1847.78,1800.00,-1496.78,0,0.00,0.00,-135.29,-0.53,1
W-0125,2026-06-08,507.09,257.00,257.00,250.09,0,0.00,0.00,6024.80,164.1,0
W-0125,2026-06-15,570.51,49.36,0.00,521.15,1,70.67,4.95,6481.96,,0
W-0125,2026-06-22,611.93,178.00,178.00,433.93,0,0.00,0.00,7385.07,290.42,0
W-0125,2026-06-29,446.08,0.00,0.00,446.08,0,0.00,0.00,7609.41,,0
W-0126,2026-03-30,258.80,2286.68,2246.45,-2027.88,0,0.00,0.00,7502.26,23.38,0
W-0126,2026-04-06,938.70,158.86,96.05,779.84,0,0.00,0.00,7343.40,535.18,0
W-0126,2026-04-13,268.07,1549.28,1490.84,-1281.21,0,0.00,0.00,6408.11,30.09,0
W-0126,2026-04-20,485.15,527.76,298.63,-42.61,0,0.00,0.00,5880.35,137.84,0
W-0126,2026-04-27,1247.59,2039.11,1883.85,-791.52,0,0.00,0.00,5709.26,21.21,0
W-0126,2026-05-04,1076.42,559.62,446.40,516.80,0,0.00,0.00,5225.62,81.94,0
W-0126,2026-05-11,1701.61,1047.15,1027.16,654.46,0,0.00,0.00,4706.46,32.07,0
W-0126,2026-05-18,858.53,555.53,465.14,303.00,1,26.75,1.99,4236.93,63.76,0
W-0126,2026-05-25,2241.25,193.61,144.83,2047.64,0,0.00,0.00,9502.51,459.28,0
W-0126,2026-06-01,1410.80,2577.38,2519.27,-1166.58,0,0.00,0.00,3409.94,9.47,0
W-0126,2026-06-08,1433.91,253.04,131.89,1180.87,2,135.11,9.46,3156.90,167.55,0
W-0126,2026-06-15,1351.08,1075.04,973.59,276.04,0,0.00,0.00,13927.31,100.14,0
W-0126,2026-06-22,668.41,449.24,308.92,219.17,0,0.00,0.00,2246.61,50.91,0
W-0126,2026-06-29,1152.20,37.05,0.00,1115.15,0,0.00,0.00,15518.91,,0
W-0127,2026-03-30,135.83,80.00,80.00,55.83,0,0.00,0.00,393.69,34.45,0
W-0127,2026-04-06,1091.33,813.00,813.00,278.33,0,0.00,0.00,1485.02,12.79,0
W-0127,2026-04-13,428.50,2018.38,1918.00,-1589.88,0,0.00,0.00,1619.23,5.91,0
W-0127,2026-04-20,615.66,167.00,167.00,448.66,0,0.00,0.00,2274.21,95.33,0
W-0127,2026-04-27,422.12,80.00,80.00,342.12,0,0.00,0.00,2951.30,258.24,0
W-0127,2026-05-04,602.85,808.00,808.00,-205.15,0,0.00,0.00,3554.15,30.79,0
W-0127,2026-05-11,607.26,1929.42,1843.00,-1322.16,0,0.00,0.00,4769.15,18.11,0
W-0127,2026-05-18,885.95,83.00,83.00,802.95,0,0.00,0.00,5047.36,425.68,0
W-0127,2026-05-25,505.58,84.00,84.00,421.58,0,0.00,0.00,5265.72,438.81,0
W-0127,2026-06-01,650.21,813.00,813.00,-162.79,2,113.23,1.99,6020.40,51.84,0
W-0127,2026-06-08,641.36,50.45,0.00,590.91,2,174.23,4.39,6648.97,,0
W-0127,2026-06-15,372.53,1838.00,1838.00,-1465.47,0,0.00,0.00,7217.04,27.49,0
W-0127,2026-06-22,544.86,167.00,167.00,377.86,0,0.00,0.00,7986.40,334.76,0
W-0127,2026-06-29,683.25,0.00,0.00,683.25,0,0.00,0.00,8107.82,,0
W-0128,2026-03-30,276.06,1692.00,1692.00,-1415.94,0,0.00,0.00,389.73,1.61,0
W-0128,2026-04-06,618.26,639.99,630.00,-21.73,0,0.00,0.00,1024.89,11.39,0
W-0128,2026-04-13,370.78,5.00,5.00,365.78,0,0.00,0.00,1495.52,2093.73,0
W-0128,2026-04-20,739.11,524.26,424.00,214.85,0,0.00,0.00,2028.76,33.49,0
W-0128,2026-04-27,542.52,1692.00,1692.00,-1149.48,0,0.00,0.00,2685.20,11.11,0
W-0128,2026-05-04,565.84,639.99,630.00,-74.15,0,0.00,0.00,-850.12,-9.45,1
W-0128,2026-05-11,462.29,0.00,0.00,462.29,0,0.00,0.00,3805.28,,0
W-0128,2026-05-18,706.29,153.99,153.99,552.30,0,0.00,0.00,4773.90,217.01,0
W-0128,2026-05-25,758.58,278.00,278.00,480.58,0,0.00,0.00,5270.15,132.7,0
W-0128,2026-06-01,375.03,2334.45,2322.00,-1959.42,0,0.00,0.00,-239.14,-0.72,1
W-0128,2026-06-08,422.88,34.50,5.00,388.38,0,0.00,0.00,-1010.32,-1414.45,1
W-0128,2026-06-15,279.94,212.70,156.00,67.24,0,0.00,0.00,-1072.02,-48.1,1
W-0128,2026-06-22,637.90,278.00,278.00,359.90,0,0.00,0.00,6985.90,175.9,0
W-0128,2026-06-29,421.96,0.00,0.00,421.96,0,0.00,0.00,7407.86,,0
W-0129,2026-03-30,499.77,232.06,226.23,267.71,0,0.00,0.00,2783.49,86.13,0
W-0129,2026-04-06,679.32,1043.50,671.04,-364.18,0,0.00,0.00,1759.98,18.36,0
W-0129,2026-04-13,426.55,1430.33,1369.92,-1003.78,0,0.00,0.00,1465.65,7.49,0
W-0129,2026-04-20,677.49,294.00,211.99,383.49,0,0.00,0.00,1256.65,41.5,0
W-0129,2026-04-27,509.00,476.14,324.96,32.86,0,0.00,0.00,822.51,17.72,0
W-0129,2026-05-04,787.97,607.89,459.02,180.08,0,0.00,0.00,234.61,3.58,0
W-0129,2026-05-11,614.15,1492.09,1420.04,-877.94,0,0.00,0.00,4550.52,22.43,0
W-0129,2026-05-18,423.67,0.00,0.00,423.67,0,0.00,0.00,4763.32,,0
W-0129,2026-05-25,354.80,85.00,85.00,269.80,0,0.00,0.00,5118.12,421.49,0
W-0129,2026-06-01,517.33,47.00,47.00,470.33,0,0.00,0.00,5635.45,839.32,0
W-0129,2026-06-08,201.71,24.99,5.00,176.72,0,0.00,0.00,5740.10,8036.14,0
W-0129,2026-06-15,516.03,1136.00,1136.00,-619.97,0,0.00,0.00,6545.25,40.33,0
W-0129,2026-06-22,344.12,85.00,85.00,259.12,0,0.00,0.00,6697.31,551.54,0
W-0129,2026-06-29,125.21,20.95,0.00,104.26,0,0.00,0.00,6822.52,,0
W-0130,2026-03-30,0.00,1223.84,1135.58,-1223.84,0,0.00,0.00,2415.99,14.89,0
W-0130,2026-04-06,670.80,1037.52,981.23,-366.72,0,0.00,0.00,2000.47,14.27,0
W-0130,2026-04-13,783.93,566.13,406.60,217.80,0,0.00,0.00,1579.64,27.19,0
W-0130,2026-04-20,890.32,334.90,299.03,555.42,0,0.00,0.00,1259.44,29.48,0
W-0130,2026-04-27,715.45,1314.94,1196.00,-599.49,0,0.00,0.00,1140.50,6.68,0
W-0130,2026-05-04,818.27,775.59,726.65,42.68,1,74.89,2.25,4210.15,40.56,0
W-0130,2026-05-11,645.49,743.47,412.95,-97.98,0,0.00,0.00,403.44,6.84,0
W-0130,2026-05-18,245.91,372.24,88.34,-126.33,0,0.00,0.00,31.20,2.47,0
W-0130,2026-05-25,1334.94,231.11,231.11,1103.83,0,0.00,0.00,6436.49,194.95,0
W-0130,2026-06-01,327.20,1626.00,1626.00,-1298.80,0,0.00,0.00,6579.99,28.33,0
W-0130,2026-06-08,395.14,105.72,54.00,289.42,0,0.00,0.00,-113.63,-14.73,1
W-0130,2026-06-15,239.89,160.00,160.00,79.89,0,0.00,0.00,7289.90,318.93,0
W-0130,2026-06-22,996.63,143.00,143.00,853.63,0,0.00,0.00,8395.35,410.96,0
W-0130,2026-06-29,120.48,0.00,0.00,120.48,0,0.00,0.00,8515.83,,0
W-0131,2026-03-30,349.98,1859.41,1690.87,-1509.43,0,0.00,0.00,560.21,2.32,0
W-0131,2026-04-06,525.52,425.80,377.89,99.72,1,56.42,1.99,919.23,17.03,0
W-0131,2026-04-13,179.17,109.30,41.00,69.87,1,26.95,1.99,1226.63,209.42,0
W-0131,2026-04-20,503.21,313.62,283.00,189.59,1,88.33,2.65,-36.16,-0.89,1
W-0131,2026-04-27,447.03,1315.00,1315.00,-867.97,0,0.00,0.00,2048.64,10.91,0
W-0131,2026-05-04,444.28,5.00,5.00,439.28,0,0.00,0.00,2492.92,3490.09,0
W-0131,2026-05-11,358.99,41.00,41.00,317.99,1,59.81,4.19,2657.90,453.79,0
W-0131,2026-05-18,576.16,134.00,134.00,442.16,0,0.00,0.00,3532.21,184.52,0
W-0131,2026-05-25,372.65,154.00,154.00,218.65,1,55.92,2.80,3800.72,172.76,0
W-0131,2026-06-01,286.33,1310.00,1310.00,-1023.67,0,0.00,0.00,4087.05,21.84,0
W-0131,2026-06-08,458.17,83.20,41.00,374.97,0,0.00,0.00,1886.97,322.17,0
W-0131,2026-06-15,483.98,134.00,134.00,349.98,1,61.12,1.99,1037.97,54.22,0
W-0131,2026-06-22,268.99,154.00,154.00,114.99,1,40.86,2.04,-98.36,-4.47,1
W-0131,2026-06-29,641.78,0.00,0.00,641.78,1,78.45,5.49,5939.97,,0
W-0132,2026-03-30,162.64,1332.32,1228.06,-1169.68,0,0.00,0.00,6189.05,35.28,0
W-0132,2026-04-06,614.55,733.04,557.50,-118.49,0,0.00,0.00,5476.00,68.76,0
W-0132,2026-04-13,501.36,527.77,278.05,-26.41,0,0.00,0.00,4948.23,124.57,0
W-0132,2026-04-20,709.17,478.25,303.06,230.92,0,0.00,0.00,2436.59,56.28,0
W-0132,2026-04-27,710.77,1119.70,1062.43,-408.93,0,0.00,0.00,4372.28,28.81,0
W-0132,2026-05-04,921.94,475.42,344.59,446.52,0,0.00,0.00,3929.98,79.83,0
W-0132,2026-05-11,563.57,445.55,320.08,118.02,1,59.19,4.14,3562.30,77.91,0
W-0132,2026-05-18,798.43,430.79,295.99,367.64,0,0.00,0.00,5444.47,128.76,0
W-0132,2026-05-25,630.60,502.25,366.56,128.35,0,0.00,0.00,2714.65,51.84,0
W-0132,2026-06-01,530.89,1422.07,1272.39,-891.18,0,0.00,0.00,2320.19,12.76,0
W-0132,2026-06-08,1216.61,383.44,102.81,833.17,0,0.00,0.00,1956.74,133.23,0
W-0132,2026-06-15,671.89,376.54,254.11,295.35,0,0.00,0.00,1580.20,43.53,0
W-0132,2026-06-22,757.33,682.67,558.95,74.66,1,56.09,1.99,897.53,11.24,0
W-0132,2026-06-29,708.04,131.20,131.20,576.84,0,0.00,0.00,9807.34,523.26,0
W-0133,2026-03-30,399.52,2095.66,2016.39,-1696.14,2,128.39,4.78,5136.09,17.83,0
W-0133,2026-04-06,877.00,391.91,266.67,485.09,1,72.08,2.16,1838.06,48.25,0
W-0133,2026-04-13,1151.38,586.05,457.47,565.33,0,0.00,0.00,4443.13,67.99,0
W-0133,2026-04-20,552.76,245.86,102.53,306.90,0,0.00,0.00,4273.27,291.75,0
W-0133,2026-04-27,677.56,1970.68,1868.84,-1293.12,0,0.00,0.00,3941.59,14.76,0
W-0133,2026-05-04,766.76,288.28,174.57,478.48,0,0.00,0.00,3653.31,146.49,0
W-0133,2026-05-11,1845.22,746.20,553.49,1099.02,0,0.00,0.00,6525.44,82.53,0
W-0133,2026-05-18,414.54,514.18,279.78,-99.64,1,93.07,4.65,7046.55,176.3,0
W-0133,2026-05-25,883.17,753.23,552.08,129.94,0,0.00,0.00,2000.70,25.37,0
W-0133,2026-06-01,554.46,1942.93,1855.00,-1388.47,1,93.91,2.82,8232.56,31.07,0
W-0133,2026-06-08,670.98,416.32,307.50,254.66,0,0.00,0.00,1280.45,29.15,0
W-0133,2026-06-15,925.58,692.43,584.80,233.15,0,0.00,0.00,952.25,11.4,0
W-0133,2026-06-22,1177.05,187.11,187.11,989.94,0,0.00,0.00,11462.24,428.82,0
W-0133,2026-06-29,441.53,49.61,49.61,391.92,0,0.00,0.00,11266.18,1589.66,0
W-0134,2026-03-30,255.98,1969.59,1915.93,-1713.61,0,0.00,0.00,1298.48,4.74,0
W-0134,2026-04-06,834.15,376.26,270.47,457.89,0,0.00,0.00,1079.14,27.93,0
W-0134,2026-04-13,600.16,934.43,806.10,-334.27,0,0.00,0.00,1760.09,15.28,0
W-0134,2026-04-20,631.05,560.87,418.91,70.18,0,0.00,0.00,147.31,2.46,0
W-0134,2026-04-27,912.16,1525.51,1494.38,-613.35,0,0.00,0.00,3303.30,15.47,0
W-0134,2026-05-04,401.99,182.00,182.00,219.99,0,0.00,0.00,3575.69,137.53,0
W-0134,2026-05-11,999.34,629.00,629.00,370.34,0,0.00,0.00,4516.12,50.26,0
W-0134,2026-05-18,271.69,0.00,0.00,271.69,0,0.00,0.00,5066.07,,0
W-0134,2026-05-25,332.90,0.00,0.00,332.90,0,0.00,0.00,5215.57,,0
W-0134,2026-06-01,743.57,1452.00,1452.00,-708.43,0,0.00,0.00,5966.80,28.77,0
W-0134,2026-06-08,964.32,170.16,113.00,794.16,0,0.00,0.00,7017.11,434.69,0
W-0134,2026-06-15,483.77,629.00,629.00,-145.23,0,0.00,0.00,7362.76,81.94,0
W-0134,2026-06-22,232.23,0.00,0.00,232.23,0,0.00,0.00,7490.14,,0
W-0134,2026-06-29,633.35,0.00,0.00,633.35,0,0.00,0.00,8366.46,,0
W-0135,2026-03-30,980.82,222.13,222.13,758.69,0,0.00,0.00,1222.88,38.54,0
W-0135,2026-04-06,538.83,819.44,678.56,-280.61,0,0.00,0.00,2014.23,20.78,0
