earnings_id,worker_id,work_date,employer_id,shift_type,hours_worked,gross_pay_cad,tips_cad,deductions_cad,net_pay_cad,paid_same_day,pay_method
E-007673,W-0139,2026-05-24,EMP-040,evening,7.9,193.09,0.00,20.93,172.16,0,direct_deposit
E-007674,W-0139,2026-05-25,EMP-040,day,4.8,143.18,0.00,19.43,123.75,1,direct_deposit
E-007675,W-0139,2026-05-27,EMP-040,night,5.0,139.82,0.00,14.73,125.09,1,direct_deposit
E-007676,W-0139,2026-05-28,EMP-040,night,5.8,150.07,0.00,13.54,136.53,0,cash
E-007677,W-0139,2026-05-29,EMP-040,split,6.3,170.96,0.00,26.29,144.67,0,payroll_card
E-007678,W-0139,2026-06-02,EMP-040,night,9.5,248.95,0.00,20.87,228.08,1,cash
E-007679,W-0139,2026-06-03,EMP-040,split,6.2,173.29,0.00,22.05,151.24,0,cash
E-007680,W-0139,2026-06-04,EMP-040,night,9.2,255.93,0.00,20.87,235.06,0,direct_deposit
E-007681,W-0139,2026-06-05,EMP-040,split,8.7,251.15,0.00,27.56,223.59,1,direct_deposit
E-007682,W-0139,2026-06-09,EMP-040,evening,5.5,156.63,0.00,24.14,132.49,0,cash
E-007683,W-0139,2026-06-10,EMP-005,night,8.5,225.85,0.00,21.46,204.39,1,cash
E-007684,W-0139,2026-06-15,EMP-040,night,6.6,196.24,0.00,24.68,171.56,0,etransfer
E-007685,W-0139,2026-06-17,EMP-040,night,7.3,212.50,0.00,29.55,182.95,0,cash
E-007686,W-0139,2026-06-18,EMP-040,split,8.8,285.79,0.00,37.40,248.39,0,payroll_card
E-007687,W-0139,2026-06-19,EMP-040,evening,6.8,189.71,0.00,17.37,172.34,0,direct_deposit
E-007688,W-0139,2026-06-24,EMP-017,evening,6.6,180.10,0.00,24.64,155.46,0,payroll_card
E-007689,W-0139,2026-06-25,EMP-040,split,6.2,167.20,0.00,17.58,149.62,0,cash
E-007690,W-0139,2026-06-26,EMP-013,night,9.4,289.44,0.00,51.25,238.19,0,cash
E-007691,W-0139,2026-06-29,EMP-040,split,4.8,135.40,0.00,24.26,111.14,0,cash
E-007692,W-0139,2026-06-30,EMP-040,evening,9.4,237.93,0.00,40.34,197.59,0,payroll_card
E-007693,W-0140,2026-04-01,EMP-025,day,8.8,202.01,0.00,33.15,168.86,1,etransfer
E-007694,W-0140,2026-04-02,EMP-025,evening,6.8,164.34,0.00,29.28,135.06,1,cash
E-007695,W-0140,2026-04-06,EMP-025,evening,9.4,221.84,0.00,24.23,197.61,1,etransfer
E-007696,W-0140,2026-04-07,EMP-025,evening,9.2,193.05,0.00,23.60,169.45,0,etransfer
E-007697,W-0140,2026-04-08,EMP-034,day,9.0,181.58,0.00,18.59,162.99,0,direct_deposit
E-007698,W-0140,2026-04-09,EMP-036,night,5.3,113.91,0.00,13.53,100.38,1,etransfer
E-007699,W-0140,2026-04-10,EMP-025,night,7.5,174.89,0.00,29.54,145.35,0,direct_deposit
E-007700,W-0140,2026-04-11,EMP-025,night,7.5,163.26,0.00,16.54,146.72,0,direct_deposit
E-007701,W-0140,2026-04-13,EMP-019,night,8.6,199.09,0.00,34.28,164.81,0,payroll_card
E-007702,W-0140,2026-04-14,EMP-025,day,7.2,160.11,0.00,23.68,136.43,1,payroll_card
E-007703,W-0140,2026-04-15,EMP-023,split,4.8,99.28,0.00,15.15,84.13,0,etransfer
E-007704,W-0140,2026-04-16,EMP-025,night,8.3,184.07,0.00,24.18,159.89,0,etransfer
E-007705,W-0140,2026-04-17,EMP-035,split,7.4,136.35,0.00,13.93,122.42,0,etransfer
E-007706,W-0140,2026-04-18,EMP-017,night,9.0,219.36,0.00,29.18,190.18,1,payroll_card
E-007707,W-0140,2026-04-20,EMP-015,night,6.3,156.10,0.00,17.89,138.21,0,payroll_card
E-007708,W-0140,2026-04-22,EMP-025,split,4.3,82.65,0.00,13.31,69.34,0,payroll_card
E-007709,W-0140,2026-04-23,EMP-025,day,8.9,195.71,0.00,33.48,162.23,0,direct_deposit
E-007710,W-0140,2026-04-24,EMP-027,night,8.6,199.96,0.00,18.98,180.98,1,payroll_card
E-007711,W-0140,2026-04-27,EMP-025,evening,10.2,218.35,0.00,27.28,191.07,0,direct_deposit
E-007712,W-0140,2026-04-29,EMP-025,night,9.8,232.73,0.00,22.07,210.66,0,cash
E-007713,W-0140,2026-04-30,EMP-025,split,4.1,87.79,0.00,13.92,73.87,0,payroll_card
E-007714,W-0140,2026-05-01,EMP-025,split,7.0,145.71,0.00,12.60,133.11,0,cash
E-007715,W-0140,2026-05-02,EMP-025,night,7.5,153.52,0.00,17.97,135.55,0,direct_deposit
E-007716,W-0140,2026-05-03,EMP-040,evening,9.1,204.70,0.00,25.45,179.25,0,payroll_card
E-007717,W-0140,2026-05-04,EMP-025,evening,5.9,131.01,0.00,11.66,119.35,0,etransfer
E-007718,W-0140,2026-05-05,EMP-025,split,9.6,196.15,0.00,32.50,163.65,0,etransfer
E-007719,W-0140,2026-05-06,EMP-025,day,8.1,182.83,0.00,21.43,161.40,0,cash
E-007720,W-0140,2026-05-07,EMP-025,night,5.3,109.49,0.00,16.86,92.63,1,etransfer
E-007721,W-0140,2026-05-08,EMP-025,day,7.4,162.68,0.00,15.59,147.09,1,etransfer
E-007722,W-0140,2026-05-14,EMP-015,night,5.6,106.35,0.00,8.90,97.45,1,direct_deposit
E-007723,W-0140,2026-05-15,EMP-002,day,4.8,108.24,0.00,11.47,96.77,0,direct_deposit
E-007724,W-0140,2026-05-16,EMP-022,evening,4.0,78.39,0.00,12.18,66.21,1,payroll_card
E-007725,W-0140,2026-05-18,EMP-025,split,8.8,190.19,0.00,31.21,158.98,0,etransfer
E-007726,W-0140,2026-05-19,EMP-025,evening,4.8,107.82,0.00,13.02,94.80,1,direct_deposit
E-007727,W-0140,2026-05-20,EMP-025,split,8.0,179.92,0.00,17.82,162.10,0,direct_deposit
E-007728,W-0140,2026-05-21,EMP-025,night,8.4,195.20,0.00,28.61,166.59,1,cash
E-007729,W-0140,2026-05-22,EMP-025,day,8.8,195.80,0.00,21.05,174.75,0,payroll_card
E-007730,W-0140,2026-05-24,EMP-025,evening,8.0,150.67,0.00,18.01,132.66,1,etransfer
E-007731,W-0140,2026-05-25,EMP-025,night,4.2,95.82,0.00,9.83,85.99,0,payroll_card
E-007732,W-0140,2026-05-26,EMP-008,day,9.4,210.47,0.00,37.48,172.99,0,direct_deposit
E-007733,W-0140,2026-05-27,EMP-025,night,8.3,209.01,0.00,30.70,178.31,0,payroll_card
E-007734,W-0140,2026-05-28,EMP-025,day,8.0,162.41,0.00,25.92,136.49,1,etransfer
E-007735,W-0140,2026-05-29,EMP-025,evening,6.4,140.74,0.00,24.99,115.75,1,payroll_card
E-007736,W-0140,2026-06-01,EMP-025,day,7.3,170.83,0.00,21.68,149.15,0,direct_deposit
E-007737,W-0140,2026-06-02,EMP-018,split,8.1,177.64,0.00,27.97,149.67,0,payroll_card
E-007738,W-0140,2026-06-05,EMP-023,split,6.1,127.87,0.00,21.11,106.76,1,direct_deposit
E-007739,W-0140,2026-06-08,EMP-025,night,4.6,102.48,0.00,12.37,90.11,0,direct_deposit
E-007740,W-0140,2026-06-10,EMP-025,evening,6.9,160.87,0.00,28.87,132.00,0,payroll_card
E-007741,W-0140,2026-06-11,EMP-025,day,4.9,116.15,0.00,16.24,99.91,0,cash
E-007742,W-0140,2026-06-16,EMP-025,evening,7.7,183.08,0.00,26.31,156.77,0,payroll_card
E-007743,W-0140,2026-06-17,EMP-025,day,8.2,151.32,0.00,13.30,138.02,0,cash
E-007744,W-0140,2026-06-18,EMP-025,split,5.2,115.96,0.00,12.27,103.69,1,cash
E-007745,W-0140,2026-06-19,EMP-025,night,4.7,104.81,0.00,17.02,87.79,0,payroll_card
E-007746,W-0140,2026-06-20,EMP-025,evening,8.1,172.21,0.00,18.04,154.17,0,payroll_card
E-007747,W-0140,2026-06-22,EMP-025,split,6.6,143.01,0.00,23.86,119.15,0,direct_deposit
E-007748,W-0140,2026-06-23,EMP-025,day,10.2,257.49,0.00,25.36,232.13,1,direct_deposit
E-007749,W-0140,2026-06-24,EMP-025,day,10.2,236.57,0.00,27.58,208.99,0,payroll_card
E-007750,W-0140,2026-06-25,EMP-025,night,6.7,159.95,0.00,22.61,137.34,0,payroll_card
E-007751,W-0140,2026-06-27,EMP-025,evening,9.4,234.40,0.00,31.11,203.29,0,direct_deposit
E-007752,W-0140,2026-06-30,EMP-025,day,9.0,190.53,0.00,16.58,173.95,0,payroll_card
E-007753,W-0141,2026-04-03,EMP-021,split,8.0,269.81,0.00,44.67,225.14,0,etransfer
E-007754,W-0141,2026-04-04,EMP-010,evening,8.5,307.39,0.00,51.09,256.30,1,cash
E-007755,W-0141,2026-04-06,EMP-037,day,10.0,346.19,0.00,27.82,318.37,0,cash
E-007756,W-0141,2026-04-07,EMP-021,day,8.0,186.62,0.00,16.08,170.54,0,payroll_card
E-007757,W-0141,2026-04-08,EMP-021,day,8.5,277.58,0.00,36.90,240.68,0,payroll_card
E-007758,W-0141,2026-04-13,EMP-028,day,10.0,296.04,0.00,34.12,261.92,1,direct_deposit
E-007759,W-0141,2026-04-14,EMP-021,split,8.0,223.54,0.00,35.09,188.45,0,payroll_card
E-007760,W-0141,2026-04-15,EMP-021,night,10.0,274.06,0.00,49.25,224.81,1,cash
E-007761,W-0141,2026-04-16,EMP-021,split,9.0,275.89,0.00,44.75,231.14,0,direct_deposit
E-007762,W-0141,2026-04-17,EMP-017,day,9.0,210.01,0.00,26.21,183.80,0,direct_deposit
E-007763,W-0141,2026-04-20,EMP-021,split,9.0,311.63,0.00,50.54,261.09,0,payroll_card
E-007764,W-0141,2026-04-21,EMP-036,evening,8.5,256.82,0.00,36.46,220.36,0,etransfer
E-007765,W-0141,2026-04-22,EMP-021,night,10.0,305.01,0.00,26.97,278.04,1,etransfer
E-007766,W-0141,2026-04-26,EMP-021,day,8.5,262.28,0.00,29.35,232.93,0,cash
E-007767,W-0141,2026-04-29,EMP-021,evening,9.0,203.86,0.00,19.11,184.75,0,payroll_card
E-007768,W-0141,2026-04-30,EMP-021,night,8.5,285.85,0.00,45.34,240.51,0,etransfer
E-007769,W-0141,2026-05-01,EMP-021,day,10.0,240.23,0.00,22.34,217.89,1,payroll_card
E-007770,W-0141,2026-05-02,EMP-021,day,10.0,241.26,0.00,27.08,214.18,1,direct_deposit
E-007771,W-0141,2026-05-03,EMP-021,night,8.0,220.57,0.00,25.54,195.03,0,cash
E-007772,W-0141,2026-05-04,EMP-021,night,8.0,244.64,0.00,25.40,219.24,0,direct_deposit
E-007773,W-0141,2026-05-05,EMP-021,day,8.0,246.54,0.00,34.37,212.17,0,cash
E-007774,W-0141,2026-05-06,EMP-031,split,9.0,229.93,0.00,27.55,202.38,0,payroll_card
E-007775,W-0141,2026-05-07,EMP-002,day,9.0,308.19,0.00,26.43,281.76,0,payroll_card
E-007776,W-0141,2026-05-08,EMP-021,evening,8.5,271.46,0.00,29.66,241.80,1,direct_deposit
E-007777,W-0141,2026-05-11,EMP-021,night,10.0,246.11,0.00,29.28,216.83,0,payroll_card
E-007778,W-0141,2026-05-12,EMP-021,day,9.0,283.47,0.00,32.65,250.82,0,direct_deposit
E-007779,W-0141,2026-05-15,EMP-021,split,10.0,319.10,0.00,35.91,283.19,0,cash
E-007780,W-0141,2026-05-16,EMP-017,day,8.0,231.90,0.00,29.69,202.21,1,cash
E-007781,W-0141,2026-05-18,EMP-021,night,8.0,258.15,0.00,36.56,221.59,0,cash
E-007782,W-0141,2026-05-19,EMP-021,night,8.5,277.96,0.00,40.87,237.09,0,direct_deposit
E-007783,W-0141,2026-05-21,EMP-007,evening,8.0,195.16,0.00,18.60,176.56,0,etransfer
E-007784,W-0141,2026-05-25,EMP-021,split,8.0,210.12,0.00,31.09,179.03,1,payroll_card
E-007785,W-0141,2026-05-27,EMP-021,night,8.0,219.97,0.00,28.73,191.24,0,direct_deposit
E-007786,W-0141,2026-05-29,EMP-021,evening,10.0,286.75,0.00,32.91,253.84,0,etransfer
E-007787,W-0141,2026-05-30,EMP-016,evening,9.0,299.98,0.00,25.48,274.50,0,cash
E-007788,W-0141,2026-05-31,EMP-021,day,8.0,249.82,0.00,30.36,219.46,0,payroll_card
E-007789,W-0141,2026-06-01,EMP-021,night,9.0,312.46,0.00,38.93,273.53,0,cash
E-007790,W-0141,2026-06-02,EMP-021,split,10.0,313.26,0.00,31.76,281.50,0,direct_deposit
E-007791,W-0141,2026-06-03,EMP-015,evening,10.0,356.07,0.00,43.56,312.51,1,cash
E-007792,W-0141,2026-06-05,EMP-021,night,9.0,291.96,0.00,30.15,261.81,1,cash
E-007793,W-0141,2026-06-08,EMP-021,day,8.0,216.15,0.00,25.62,190.53,0,cash
E-007794,W-0141,2026-06-09,EMP-021,split,8.0,234.99,0.00,21.69,213.30,1,etransfer
E-007795,W-0141,2026-06-11,EMP-021,split,10.0,253.76,0.00,38.21,215.55,1,payroll_card
E-007796,W-0141,2026-06-12,EMP-026,night,10.0,379.93,0.00,61.35,318.58,0,direct_deposit
E-007797,W-0141,2026-06-14,EMP-021,evening,10.0,241.38,0.00,31.65,209.73,1,etransfer
E-007798,W-0141,2026-06-15,EMP-021,evening,8.5,223.86,0.00,22.85,201.01,1,cash
E-007799,W-0141,2026-06-16,EMP-021,evening,9.0,299.62,0.00,38.20,261.42,0,payroll_card
E-007800,W-0141,2026-06-17,EMP-019,evening,8.0,226.91,0.00,24.12,202.79,1,payroll_card
E-007801,W-0141,2026-06-18,EMP-002,split,8.0,259.23,0.00,40.77,218.46,1,etransfer
E-007802,W-0141,2026-06-20,EMP-021,evening,8.0,229.90,0.00,36.36,193.54,0,cash
E-007803,W-0141,2026-06-21,EMP-021,night,8.5,197.30,0.00,21.55,175.75,0,cash
E-007804,W-0141,2026-06-22,EMP-013,night,9.0,243.10,0.00,24.95,218.15,0,payroll_card
E-007805,W-0141,2026-06-23,EMP-021,split,8.5,222.31,0.00,39.00,183.31,0,etransfer
E-007806,W-0141,2026-06-24,EMP-005,day,8.5,233.95,0.00,28.69,205.26,0,direct_deposit
E-007807,W-0141,2026-06-25,EMP-021,evening,10.0,331.76,0.00,39.04,292.72,0,payroll_card
E-007808,W-0141,2026-06-26,EMP-021,night,8.0,232.19,0.00,33.14,199.05,0,direct_deposit
E-007809,W-0141,2026-06-27,EMP-021,split,9.0,323.82,0.00,44.47,279.35,0,etransfer
E-007810,W-0141,2026-06-28,EMP-021,night,10.0,276.79,0.00,28.45,248.34,0,direct_deposit
E-007811,W-0141,2026-06-29,EMP-021,day,8.5,242.58,0.00,29.28,213.30,0,payroll_card
E-007812,W-0141,2026-06-30,EMP-021,night,8.5,244.63,0.00,24.13,220.50,0,direct_deposit
E-007813,W-0142,2026-04-02,EMP-020,night,8.3,208.34,13.71,33.76,188.29,0,etransfer
E-007814,W-0142,2026-04-03,EMP-027,night,7.9,228.03,19.41,20.01,227.43,1,etransfer
E-007815,W-0142,2026-04-05,EMP-020,evening,5.3,146.93,8.73,19.94,135.72,0,cash
E-007816,W-0142,2026-04-06,EMP-020,evening,6.9,205.29,19.97,19.39,205.87,0,direct_deposit
E-007817,W-0142,2026-04-08,EMP-032,split,9.4,191.65,8.56,24.45,175.76,1,payroll_card
E-007818,W-0142,2026-04-09,EMP-020,night,9.7,300.23,16.66,35.67,281.22,0,payroll_card
E-007819,W-0142,2026-04-10,EMP-028,day,4.5,113.66,13.60,16.82,110.44,0,payroll_card
E-007820,W-0142,2026-04-12,EMP-020,day,9.4,230.94,19.44,33.44,216.94,0,etransfer
E-007821,W-0142,2026-04-13,EMP-020,night,7.5,191.69,17.69,30.71,178.67,0,direct_deposit
E-007822,W-0142,2026-04-14,EMP-020,day,4.4,133.30,10.29,10.96,132.63,0,direct_deposit
E-007823,W-0142,2026-04-16,EMP-020,evening,5.8,148.53,6.40,22.99,131.94,0,etransfer
E-007824,W-0142,2026-04-18,EMP-020,split,5.0,72.99,5.66,12.08,66.57,0,cash
E-007825,W-0142,2026-04-20,EMP-020,night,7.8,201.42,11.97,23.91,189.48,1,cash
E-007826,W-0142,2026-04-24,EMP-020,day,9.5,282.78,24.62,29.21,278.19,0,cash
E-007827,W-0142,2026-04-27,EMP-020,split,8.0,200.36,8.92,35.01,174.27,1,etransfer
E-007828,W-0142,2026-04-28,EMP-020,evening,5.7,113.92,5.69,16.95,102.66,0,cash
E-007829,W-0142,2026-04-30,EMP-020,split,5.2,138.89,11.34,24.90,125.33,0,payroll_card
E-007830,W-0142,2026-05-01,EMP-020,day,8.3,219.91,13.54,36.03,197.42,0,payroll_card
E-007831,W-0142,2026-05-03,EMP-020,evening,4.4,126.05,9.60,17.04,118.61,1,cash
E-007832,W-0142,2026-05-05,EMP-020,split,8.9,206.45,9.60,35.41,180.64,0,cash
E-007833,W-0142,2026-05-06,EMP-020,night,4.5,95.49,5.22,12.15,88.56,0,cash
E-007834,W-0142,2026-05-07,EMP-020,split,7.5,181.56,18.89,25.10,175.35,0,etransfer
E-007835,W-0142,2026-05-08,EMP-015,night,5.4,113.14,9.79,18.27,104.66,0,payroll_card
E-007836,W-0142,2026-05-12,EMP-020,split,7.1,146.40,11.30,14.59,143.11,0,payroll_card
E-007837,W-0142,2026-05-13,EMP-020,day,5.1,130.01,10.56,19.50,121.07,1,payroll_card
E-007838,W-0142,2026-05-14,EMP-020,evening,7.2,175.42,10.36,22.81,162.97,1,direct_deposit
E-007839,W-0142,2026-05-15,EMP-021,split,7.9,213.39,8.85,17.36,204.88,0,etransfer
E-007840,W-0142,2026-05-17,EMP-006,split,10.2,348.12,22.50,40.38,330.24,0,etransfer
E-007841,W-0142,2026-05-18,EMP-020,evening,9.6,207.98,15.94,34.57,189.35,0,direct_deposit
E-007842,W-0142,2026-05-19,EMP-020,split,7.5,214.15,16.06,22.15,208.06,0,etransfer
E-007843,W-0142,2026-05-21,EMP-024,day,4.4,121.42,9.46,9.97,120.91,1,direct_deposit
E-007844,W-0142,2026-05-22,EMP-020,night,4.2,108.06,10.39,14.52,103.93,1,direct_deposit
E-007845,W-0142,2026-05-25,EMP-020,night,6.7,177.46,17.99,17.37,178.08,1,cash
E-007846,W-0142,2026-05-26,EMP-005,night,7.2,204.97,22.06,31.72,195.31,0,cash
E-007847,W-0142,2026-05-27,EMP-020,night,6.1,157.82,13.57,24.34,147.05,0,payroll_card
E-007848,W-0142,2026-05-28,EMP-020,day,5.3,155.22,11.03,16.73,149.52,1,direct_deposit
E-007849,W-0142,2026-05-29,EMP-020,night,9.0,259.13,25.46,28.73,255.86,0,payroll_card
E-007850,W-0142,2026-05-30,EMP-020,split,5.2,131.74,10.47,17.67,124.54,0,cash
E-007851,W-0142,2026-05-31,EMP-020,split,5.3,158.31,17.84,18.08,158.07,1,etransfer
E-007852,W-0142,2026-06-01,EMP-020,night,7.2,198.89,21.11,33.18,186.82,1,direct_deposit
E-007853,W-0142,2026-06-02,EMP-007,split,10.0,237.04,26.43,20.19,243.28,0,cash
E-007854,W-0142,2026-06-03,EMP-020,split,9.3,246.02,23.10,35.27,233.85,1,payroll_card
E-007855,W-0142,2026-06-04,EMP-020,day,8.9,318.96,32.98,40.13,311.81,0,payroll_card
E-007856,W-0142,2026-06-05,EMP-020,evening,8.8,261.02,27.04,44.80,243.26,1,cash
E-007857,W-0142,2026-06-06,EMP-027,split,6.8,180.07,21.59,24.27,177.39,0,cash
E-007858,W-0142,2026-06-09,EMP-020,evening,5.8,163.21,18.67,22.97,158.91,0,payroll_card
E-007859,W-0142,2026-06-10,EMP-020,day,5.7,93.12,10.54,9.68,93.98,0,payroll_card
E-007860,W-0142,2026-06-11,EMP-027,split,6.4,193.40,22.24,30.06,185.58,1,etransfer
E-007861,W-0142,2026-06-12,EMP-020,day,8.7,279.86,34.77,28.73,285.90,1,etransfer
E-007862,W-0142,2026-06-15,EMP-020,day,8.3,179.62,15.59,15.79,179.42,1,payroll_card
E-007863,W-0142,2026-06-16,EMP-020,evening,6.1,158.95,10.82,19.70,150.07,1,etransfer
E-007864,W-0142,2026-06-17,EMP-020,split,4.2,122.29,10.59,20.24,112.64,0,payroll_card
E-007865,W-0142,2026-06-18,EMP-020,split,5.6,182.91,17.77,15.66,185.02,0,direct_deposit
E-007866,W-0142,2026-06-19,EMP-039,day,8.8,249.76,20.57,27.23,243.10,0,cash
E-007867,W-0142,2026-06-20,EMP-006,split,6.1,155.53,16.09,24.10,147.52,1,payroll_card
E-007868,W-0142,2026-06-22,EMP-020,day,8.9,168.95,12.55,26.24,155.26,0,etransfer
E-007869,W-0142,2026-06-23,EMP-020,day,4.7,105.93,9.13,9.52,105.54,1,etransfer
E-007870,W-0142,2026-06-25,EMP-020,evening,4.5,141.31,15.85,18.49,138.67,0,etransfer
E-007871,W-0142,2026-06-26,EMP-020,split,9.7,342.82,29.10,34.40,337.52,0,cash
E-007872,W-0142,2026-06-29,EMP-016,evening,5.9,123.77,10.87,15.42,119.22,0,etransfer
E-007873,W-0142,2026-06-30,EMP-020,split,9.8,229.32,14.90,31.20,213.02,0,payroll_card
E-007874,W-0143,2026-04-01,EMP-019,evening,4.4,78.74,6.99,11.29,74.44,1,payroll_card
E-007875,W-0143,2026-04-02,EMP-030,night,5.2,91.58,10.51,7.47,94.62,0,direct_deposit
E-007876,W-0143,2026-04-04,EMP-019,split,6.9,207.89,13.49,21.67,199.71,1,direct_deposit
E-007877,W-0143,2026-04-06,EMP-019,split,4.6,100.42,12.36,17.79,94.99,0,etransfer
E-007878,W-0143,2026-04-07,EMP-019,day,8.9,199.78,8.69,16.65,191.82,0,etransfer
E-007879,W-0143,2026-04-08,EMP-019,night,4.2,78.52,4.74,10.51,72.75,1,cash
E-007880,W-0143,2026-04-10,EMP-019,day,7.8,208.00,24.66,33.22,199.44,0,cash
E-007881,W-0143,2026-04-13,EMP-019,split,6.3,131.87,6.08,18.19,119.76,1,cash
E-007882,W-0143,2026-04-14,EMP-019,night,9.1,182.34,20.44,32.53,170.25,1,cash
E-007883,W-0143,2026-04-15,EMP-019,day,5.6,117.29,5.73,18.33,104.69,1,direct_deposit
E-007884,W-0143,2026-04-16,EMP-008,split,7.5,156.97,15.18,16.53,155.62,1,cash
E-007885,W-0143,2026-04-17,EMP-019,night,6.1,98.03,10.50,16.08,92.45,0,etransfer
E-007886,W-0143,2026-04-18,EMP-019,night,5.2,122.85,12.69,18.68,116.86,0,payroll_card
E-007887,W-0143,2026-04-23,EMP-020,evening,5.3,136.76,6.87,24.05,119.58,0,etransfer
E-007888,W-0143,2026-04-27,EMP-006,day,6.3,142.12,12.11,20.30,133.93,0,payroll_card
E-007889,W-0143,2026-04-28,EMP-035,day,9.2,141.65,7.03,18.81,129.87,0,cash
E-007890,W-0143,2026-04-29,EMP-003,night,8.7,254.95,22.12,33.75,243.32,0,direct_deposit
E-007891,W-0143,2026-04-30,EMP-019,split,5.7,125.37,12.82,11.44,126.75,0,payroll_card
E-007892,W-0143,2026-05-01,EMP-019,day,5.1,101.11,4.11,17.12,88.10,1,payroll_card
E-007893,W-0143,2026-05-02,EMP-019,evening,8.9,249.53,18.34,21.65,246.22,1,direct_deposit
E-007894,W-0143,2026-05-05,EMP-019,split,4.7,120.37,5.74,18.34,107.77,0,direct_deposit
E-007895,W-0143,2026-05-06,EMP-019,split,5.1,125.48,6.83,13.74,118.57,0,payroll_card
E-007896,W-0143,2026-05-07,EMP-019,split,5.2,130.23,10.79,19.74,121.28,0,payroll_card
E-007897,W-0143,2026-05-08,EMP-019,evening,8.4,124.60,5.41,22.04,107.97,0,etransfer
E-007898,W-0143,2026-05-10,EMP-019,day,5.9,158.24,9.01,14.15,153.10,0,etransfer
E-007899,W-0143,2026-05-12,EMP-019,evening,5.6,93.96,8.13,7.66,94.43,0,direct_deposit
E-007900,W-0143,2026-05-13,EMP-019,day,8.7,185.07,21.57,17.40,189.24,1,etransfer
E-007901,W-0143,2026-05-14,EMP-019,evening,8.3,206.04,23.56,32.52,197.08,0,direct_deposit
E-007902,W-0143,2026-05-18,EMP-019,day,6.0,185.58,7.46,33.26,159.78,0,direct_deposit
E-007903,W-0143,2026-05-19,EMP-019,evening,8.7,222.43,17.69,21.80,218.32,0,etransfer
E-007904,W-0143,2026-05-20,EMP-019,night,7.5,207.81,9.34,29.57,187.58,1,cash
E-007905,W-0143,2026-05-21,EMP-019,split,8.2,206.13,21.54,24.49,203.18,0,direct_deposit
E-007906,W-0143,2026-05-22,EMP-019,split,8.2,244.87,16.70,36.40,225.17,0,cash
E-007907,W-0143,2026-05-25,EMP-019,split,4.7,105.65,12.83,11.63,106.85,0,etransfer
E-007908,W-0143,2026-05-27,EMP-019,split,5.2,102.37,10.70,9.96,103.11,0,cash
E-007909,W-0143,2026-05-29,EMP-019,evening,5.1,105.02,9.43,14.01,100.44,0,cash
E-007910,W-0143,2026-06-01,EMP-019,day,5.7,125.96,16.10,12.22,129.84,0,etransfer
E-007911,W-0143,2026-06-03,EMP-019,split,9.1,198.31,18.51,19.15,197.67,0,direct_deposit
E-007912,W-0143,2026-06-06,EMP-019,day,8.9,147.29,13.12,16.90,143.51,0,direct_deposit
E-007913,W-0143,2026-06-10,EMP-019,day,10.2,231.96,29.89,34.67,227.18,0,direct_deposit
E-007914,W-0143,2026-06-12,EMP-019,night,9.7,162.59,14.06,19.95,156.70,1,cash
E-007915,W-0143,2026-06-13,EMP-019,split,9.2,241.12,26.07,20.18,247.01,1,payroll_card
E-007916,W-0143,2026-06-15,EMP-019,evening,8.6,210.97,23.82,35.02,199.77,0,cash
E-007917,W-0143,2026-06-16,EMP-019,night,6.4,112.54,9.81,15.12,107.23,0,etransfer
E-007918,W-0143,2026-06-18,EMP-019,evening,9.8,264.39,29.09,40.71,252.77,0,payroll_card
E-007919,W-0143,2026-06-20,EMP-019,night,10.4,224.27,22.03,18.47,227.83,1,etransfer
E-007920,W-0143,2026-06-22,EMP-019,night,5.3,124.89,10.34,19.55,115.68,1,payroll_card
E-007921,W-0143,2026-06-23,EMP-019,evening,7.1,152.82,16.18,21.84,147.16,0,direct_deposit
E-007922,W-0143,2026-06-24,EMP-019,night,9.6,252.64,25.12,32.48,245.28,1,etransfer
E-007923,W-0143,2026-06-25,EMP-021,evening,10.1,247.87,25.47,33.15,240.19,0,payroll_card
E-007924,W-0143,2026-06-26,EMP-019,split,5.2,144.01,13.16,15.70,141.47,0,payroll_card
E-007925,W-0143,2026-06-27,EMP-019,split,8.7,232.39,22.86,20.48,234.77,1,cash
E-007926,W-0143,2026-06-29,EMP-019,evening,9.7,288.21,27.99,30.46,285.74,1,direct_deposit
E-007927,W-0144,2026-04-01,EMP-034,night,9.5,211.59,15.11,25.68,201.02,0,payroll_card
E-007928,W-0144,2026-04-02,EMP-024,split,4.7,126.08,15.22,21.22,120.08,1,cash
E-007929,W-0144,2026-04-03,EMP-023,evening,7.8,239.04,14.79,34.12,219.71,1,cash
E-007930,W-0144,2026-04-05,EMP-034,split,7.1,145.66,16.53,17.12,145.07,0,etransfer
E-007931,W-0144,2026-04-06,EMP-018,split,4.8,104.41,12.59,9.77,107.23,0,cash
E-007932,W-0144,2026-04-08,EMP-034,day,9.9,278.81,27.58,38.48,267.91,0,cash
E-007933,W-0144,2026-04-10,EMP-034,evening,4.0,100.21,6.40,12.68,93.93,0,payroll_card
E-007934,W-0144,2026-04-13,EMP-034,split,4.7,131.88,12.07,22.67,121.28,1,etransfer
E-007935,W-0144,2026-04-15,EMP-034,night,8.2,213.46,24.61,24.72,213.35,0,cash
E-007936,W-0144,2026-04-16,EMP-034,day,4.2,101.38,7.72,17.93,91.17,1,etransfer
E-007937,W-0144,2026-04-17,EMP-034,evening,7.6,230.83,12.34,39.65,203.52,0,direct_deposit
