txn_id,worker_id,txn_ts,direction,amount_cad,category,merchant_type,channel,is_essential,running_balance_cad,notes
T-0012440,W-0087,2026-04-11T09:22:00,credit,77.58,income,employer_payroll,etransfer,0,1231.88,linked_earnings_id=E-004740
T-0012510,W-0087,2026-04-11T17:38:00,debit,25.81,entertainment,streaming_leisure,prepaid,0,4488.65,
T-0012509,W-0087,2026-04-11T21:09:00,debit,62.73,transit,transit_fuel,cash,1,4514.46,
T-0012508,W-0087,2026-04-11T21:46:00,debit,40.44,childcare,childcare,prepaid,1,4577.19,
T-0012511,W-0087,2026-04-12T07:14:00,debit,32.84,food_out,restaurant_cafe,etransfer,0,4455.81,
T-0012512,W-0087,2026-04-12T15:25:00,debit,32.47,transit,transit_fuel,etransfer,1,4423.34,
T-0012441,W-0087,2026-04-13T07:44:00,credit,84.66,income,employer_payroll,cash,0,1316.54,linked_earnings_id=E-004741
T-0012439,W-0087,2026-04-13T11:09:00,credit,85.65,income,employer_payroll,payroll_card,0,1154.30,linked_earnings_id=E-004739
T-0012513,W-0087,2026-04-13T21:40:00,debit,24.70,groceries,grocery,cash,1,4398.64,
T-0012514,W-0087,2026-04-14T14:41:00,debit,60.39,groceries,grocery,cash,1,4338.25,
T-0012515,W-0087,2026-04-15T09:04:00,debit,68.44,remittance,money_transfer,etransfer,1,4269.81,
T-0012516,W-0087,2026-04-15T12:37:00,debit,18.89,groceries,grocery,cash,1,4250.92,
T-0012517,W-0087,2026-04-15T13:53:00,debit,15.96,misc,general,cash,0,4234.96,
T-0012443,W-0087,2026-04-16T07:49:00,credit,91.91,income,employer_payroll,etransfer,0,1579.83,linked_earnings_id=E-004743
T-0012518,W-0087,2026-04-16T15:04:00,debit,19.57,groceries,grocery,cash,1,4215.39,
T-0012442,W-0087,2026-04-17T09:51:00,credit,171.38,income,employer_payroll,etransfer,0,1487.92,linked_earnings_id=E-004742
T-0012519,W-0087,2026-04-20T14:11:00,debit,21.65,clothing,retail,etransfer,0,4193.74,
T-0012521,W-0087,2026-04-21T17:36:00,debit,5.81,entertainment,streaming_leisure,prepaid,0,4109.56,
T-0012522,W-0087,2026-04-21T21:21:00,debit,38.28,food_out,restaurant_cafe,cash,0,4071.28,
T-0012520,W-0087,2026-04-21T22:16:00,debit,78.37,transit,transit_fuel,cash,1,4115.37,
T-0012444,W-0087,2026-04-22T09:50:00,credit,73.82,income,employer_payroll,cash,0,1653.65,linked_earnings_id=E-004744
T-0012523,W-0087,2026-04-22T10:37:00,debit,32.08,misc,general,cash,0,4039.20,
T-0012525,W-0087,2026-04-23T08:06:00,debit,59.91,cash_withdrawal,atm,cash,0,3947.80,
T-0012524,W-0087,2026-04-23T08:39:00,debit,31.49,food_out,restaurant_cafe,prepaid,0,4007.71,
T-0012446,W-0087,2026-04-24T08:29:00,credit,150.91,income,employer_payroll,etransfer,0,1971.61,linked_earnings_id=E-004746
T-0012445,W-0087,2026-04-24T10:53:00,credit,167.05,income,employer_payroll,cash,0,1820.70,linked_earnings_id=E-004745
T-0012526,W-0087,2026-04-25T22:40:00,debit,128.61,cash_withdrawal,atm,cash,0,3819.19,
T-0012528,W-0087,2026-04-26T15:44:00,debit,17.59,groceries,grocery,etransfer,1,3749.73,
T-0012527,W-0087,2026-04-26T18:16:00,debit,51.87,clothing,retail,cash,0,3767.32,
T-0012447,W-0087,2026-04-28T09:13:00,credit,204.54,income,employer_payroll,payroll_card,0,2176.15,linked_earnings_id=E-004747
T-0012529,W-0087,2026-04-28T21:18:00,debit,47.12,healthcare,pharmacy_clinic,cash,1,3702.61,
T-0012448,W-0087,2026-04-29T07:35:00,credit,127.23,income,employer_payroll,etransfer,0,2303.38,linked_earnings_id=E-004748
T-0012450,W-0087,2026-04-29T09:56:00,credit,154.49,income,employer_payroll,etransfer,0,2651.69,linked_earnings_id=E-004750
T-0012530,W-0087,2026-04-29T17:31:00,debit,36.55,groceries,grocery,prepaid,1,3666.06,
T-0012531,W-0087,2026-04-29T18:16:00,debit,45.82,debt_payment,loan_credit,etransfer,1,3620.24,
T-0012532,W-0087,2026-04-30T07:05:00,debit,81.64,debt_payment,loan_credit,prepaid,1,3538.60,
T-0012534,W-0087,2026-04-30T09:58:00,debit,77.45,debt_payment,loan_credit,etransfer,1,3419.24,
T-0012533,W-0087,2026-04-30T10:09:00,debit,41.91,food_out,restaurant_cafe,cash,0,3496.69,
T-0012449,W-0087,2026-05-01T09:27:00,credit,193.82,income,employer_payroll,etransfer,0,2497.20,linked_earnings_id=E-004749
T-0012451,W-0087,2026-05-01T09:43:00,credit,104.73,income,employer_payroll,cash,0,2756.42,linked_earnings_id=E-004751
T-0012491,W-0087,2026-05-01T10:22:00,debit,916.00,housing,rent,cash,1,6542.07,obligation_id=O-00326
T-0012535,W-0087,2026-05-01T11:59:00,debit,88.36,groceries,grocery,cash,1,3330.88,
T-0012536,W-0087,2026-05-01T18:43:00,debit,5.79,transit,transit_fuel,etransfer,1,3325.09,
T-0012537,W-0087,2026-05-02T20:22:00,debit,32.46,transit,transit_fuel,cash,1,3292.63,
T-0012454,W-0087,2026-05-03T21:10:00,credit,196.51,income,employer_payroll,etransfer,0,3249.80,linked_earnings_id=E-004754
T-0012538,W-0087,2026-05-04T22:30:00,debit,282.84,remittance,money_transfer,etransfer,1,3009.79,
T-0012455,W-0087,2026-05-05T07:00:00,credit,156.66,income,employer_payroll,cash,0,3406.46,linked_earnings_id=E-004755
T-0012497,W-0087,2026-05-05T07:25:00,debit,152.00,utilities,utilities,etransfer,1,5175.07,obligation_id=O-00328
T-0012539,W-0087,2026-05-05T10:35:00,debit,70.55,transit,transit_fuel,etransfer,1,2939.24,
T-0012452,W-0087,2026-05-05T11:29:00,credit,104.02,income,employer_payroll,etransfer,0,2860.44,linked_earnings_id=E-004752
T-0012540,W-0087,2026-05-05T22:09:00,debit,28.15,groceries,grocery,etransfer,1,2911.09,
T-0012541,W-0087,2026-05-06T10:21:00,debit,40.59,food_out,restaurant_cafe,cash,0,2870.50,
T-0012453,W-0087,2026-05-07T07:57:00,credit,192.85,income,employer_payroll,etransfer,0,3053.29,linked_earnings_id=E-004753
T-0012542,W-0087,2026-05-07T09:35:00,debit,17.03,misc,general,cash,0,2853.47,
T-0012457,W-0087,2026-05-08T07:49:00,credit,213.59,income,employer_payroll,payroll_card,0,3701.56,linked_earnings_id=E-004757
T-0012543,W-0087,2026-05-08T18:23:00,debit,44.24,entertainment,streaming_leisure,prepaid,0,2809.23,
T-0012494,W-0087,2026-05-10T06:01:00,debit,49.00,phone,mobile_phone,prepaid,1,5528.07,obligation_id=O-00327
T-0012459,W-0087,2026-05-10T10:51:00,credit,200.56,income,employer_payroll,payroll_card,0,3981.42,linked_earnings_id=E-004759
T-0012456,W-0087,2026-05-10T10:56:00,credit,81.51,income,employer_payroll,payroll_card,0,3487.97,linked_earnings_id=E-004756
T-0012458,W-0087,2026-05-10T11:19:00,credit,79.30,income,employer_payroll,etransfer,0,3780.86,linked_earnings_id=E-004758
T-0012544,W-0087,2026-05-11T11:17:00,debit,36.45,transit,transit_fuel,cash,1,2772.78,
T-0012545,W-0087,2026-05-11T13:30:00,debit,39.10,misc,general,cash,0,2733.68,
T-0012546,W-0087,2026-05-12T08:50:00,debit,64.09,healthcare,pharmacy_clinic,cash,1,2669.59,
T-0012461,W-0087,2026-05-13T09:52:00,credit,211.42,income,employer_payroll,etransfer,0,4313.67,linked_earnings_id=E-004761
T-0012460,W-0087,2026-05-13T11:35:00,credit,120.83,income,employer_payroll,payroll_card,0,4102.25,linked_earnings_id=E-004760
T-0012547,W-0087,2026-05-13T14:11:00,debit,3.96,transit,transit_fuel,etransfer,1,2665.63,
T-0012462,W-0087,2026-05-13T17:23:00,credit,79.61,income,employer_payroll,cash,0,4393.28,linked_earnings_id=E-004762
T-0012548,W-0087,2026-05-15T16:11:00,debit,11.56,misc,general,etransfer,0,2654.07,
T-0012549,W-0087,2026-05-16T22:31:00,debit,16.93,food_out,restaurant_cafe,prepaid,0,2637.14,
T-0012464,W-0087,2026-05-18T07:54:00,credit,124.94,income,employer_payroll,payroll_card,0,4617.36,linked_earnings_id=E-004764
T-0012550,W-0087,2026-05-19T08:25:00,debit,51.47,cash_withdrawal,atm,cash,0,2585.67,
T-0012463,W-0087,2026-05-19T10:12:00,credit,99.14,income,employer_payroll,payroll_card,0,4492.42,linked_earnings_id=E-004763
T-0012551,W-0087,2026-05-19T21:05:00,debit,17.86,groceries,grocery,cash,1,2567.81,
T-0012552,W-0087,2026-05-20T15:58:00,debit,4.18,transit,transit_fuel,cash,1,2563.63,
T-0012465,W-0087,2026-05-21T07:44:00,credit,231.48,income,employer_payroll,cash,0,4848.84,linked_earnings_id=E-004765
T-0012553,W-0087,2026-05-21T08:28:00,debit,29.53,food_out,restaurant_cafe,prepaid,0,2534.10,
T-0012468,W-0087,2026-05-21T21:49:00,credit,75.93,income,employer_payroll,payroll_card,0,5344.88,linked_earnings_id=E-004768
T-0012554,W-0087,2026-05-22T21:34:00,debit,10.67,misc,general,cash,0,2523.43,
T-0012470,W-0087,2026-05-23T20:12:00,credit,83.52,income,employer_payroll,payroll_card,0,5548.65,linked_earnings_id=E-004770
T-0012466,W-0087,2026-05-24T07:01:00,credit,209.79,income,employer_payroll,cash,0,5058.63,linked_earnings_id=E-004766
T-0012555,W-0087,2026-05-24T21:26:00,debit,16.39,transit,transit_fuel,cash,1,2507.04,
T-0012467,W-0087,2026-05-25T07:09:00,credit,210.32,income,employer_payroll,etransfer,0,5268.95,linked_earnings_id=E-004767
T-0012556,W-0087,2026-05-25T12:49:00,debit,80.91,cash_withdrawal,atm,cash,0,2426.13,
T-0012557,W-0087,2026-05-25T14:17:00,debit,42.74,food_out,restaurant_cafe,cash,0,2383.39,
T-0012558,W-0087,2026-05-25T17:49:00,debit,33.44,food_out,restaurant_cafe,cash,0,2349.95,
T-0012559,W-0087,2026-05-26T11:16:00,debit,53.29,misc,general,cash,0,2296.66,
T-0012471,W-0087,2026-05-26T11:23:00,credit,118.28,income,employer_payroll,etransfer,0,5666.93,linked_earnings_id=E-004771
T-0012469,W-0087,2026-05-26T11:42:00,credit,120.25,income,employer_payroll,payroll_card,0,5465.13,linked_earnings_id=E-004769
T-0012560,W-0087,2026-05-27T07:35:00,debit,58.47,healthcare,pharmacy_clinic,cash,1,2238.19,
T-0012561,W-0087,2026-05-27T12:45:00,debit,45.06,misc,general,cash,0,2193.13,
T-0012472,W-0087,2026-05-27T19:48:00,credit,115.21,income,employer_payroll,cash,0,5782.14,linked_earnings_id=E-004772
T-0012474,W-0087,2026-05-29T18:35:00,credit,154.82,income,employer_payroll,etransfer,0,6078.87,linked_earnings_id=E-004774
T-0012562,W-0087,2026-05-30T22:08:00,debit,64.30,groceries,grocery,cash,1,2128.83,
T-0012563,W-0087,2026-05-31T21:53:00,debit,27.04,transit,transit_fuel,prepaid,1,2101.79,
T-0012492,W-0087,2026-06-01T09:21:00,debit,916.00,housing,rent,etransfer,1,5626.07,obligation_id=O-00326
T-0012564,W-0087,2026-06-02T07:54:00,debit,21.33,food_out,restaurant_cafe,cash,0,2080.46,
T-0012473,W-0087,2026-06-02T10:30:00,credit,141.91,income,employer_payroll,payroll_card,0,5924.05,linked_earnings_id=E-004773
T-0012565,W-0087,2026-06-03T09:51:00,debit,23.01,misc,general,cash,0,2057.45,
T-0012566,W-0087,2026-06-03T18:31:00,debit,93.00,clothing,retail,etransfer,0,1964.45,
T-0012475,W-0087,2026-06-04T10:32:00,credit,172.72,income,employer_payroll,etransfer,0,6251.59,linked_earnings_id=E-004775
T-0012567,W-0087,2026-06-04T17:28:00,debit,56.94,entertainment,streaming_leisure,prepaid,0,1907.51,
T-0012498,W-0087,2026-06-05T08:51:00,debit,152.00,utilities,utilities,prepaid,1,5023.07,obligation_id=O-00328
T-0012476,W-0087,2026-06-05T10:47:00,credit,199.07,income,employer_payroll,payroll_card,0,6450.66,linked_earnings_id=E-004776
T-0012568,W-0087,2026-06-05T12:26:00,debit,27.39,misc,general,prepaid,0,1880.12,
T-0012569,W-0087,2026-06-05T18:54:00,debit,19.41,transit,transit_fuel,cash,1,1860.71,
T-0012570,W-0087,2026-06-05T21:37:00,debit,93.83,debt_payment,loan_credit,etransfer,1,1766.88,
T-0012571,W-0087,2026-06-06T07:48:00,debit,87.23,groceries,grocery,prepaid,1,1679.65,
T-0012477,W-0087,2026-06-06T09:31:00,credit,89.56,income,employer_payroll,etransfer,0,6540.22,linked_earnings_id=E-004777
T-0012572,W-0087,2026-06-06T18:55:00,debit,26.35,misc,general,etransfer,0,1653.30,
T-0012573,W-0087,2026-06-06T20:44:00,debit,59.50,transit,transit_fuel,etransfer,1,1593.80,
T-0012574,W-0087,2026-06-08T21:56:00,debit,40.98,misc,general,cash,0,1552.82,
T-0012575,W-0087,2026-06-09T12:03:00,debit,66.62,childcare,childcare,prepaid,1,1486.20,
T-0012495,W-0087,2026-06-10T08:31:00,debit,49.00,phone,mobile_phone,cash,1,5479.07,obligation_id=O-00327
T-0012478,W-0087,2026-06-11T08:24:00,credit,159.58,income,employer_payroll,cash,0,6699.80,linked_earnings_id=E-004778
T-0012576,W-0087,2026-06-11T16:57:00,debit,11.86,food_out,restaurant_cafe,etransfer,0,1474.34,
T-0012480,W-0087,2026-06-12T08:25:00,credit,158.92,income,employer_payroll,cash,0,7000.12,linked_earnings_id=E-004780
T-0012479,W-0087,2026-06-12T08:54:00,credit,141.40,income,employer_payroll,cash,0,6841.20,linked_earnings_id=E-004779
T-0012577,W-0087,2026-06-12T12:36:00,debit,39.80,misc,general,cash,0,1434.54,
T-0012482,W-0087,2026-06-16T08:16:00,credit,122.88,income,employer_payroll,cash,0,7317.57,linked_earnings_id=E-004782
T-0012481,W-0087,2026-06-16T10:20:00,credit,194.57,income,employer_payroll,cash,0,7194.69,linked_earnings_id=E-004781
T-0012578,W-0087,2026-06-16T20:45:00,debit,55.65,childcare,childcare,cash,1,1378.89,
T-0012580,W-0087,2026-06-18T09:52:00,debit,24.42,food_out,restaurant_cafe,cash,0,1284.11,
T-0012579,W-0087,2026-06-18T10:24:00,debit,70.36,transit,transit_fuel,cash,1,1308.53,
T-0012483,W-0087,2026-06-18T11:27:00,credit,150.94,income,employer_payroll,cash,0,7468.51,linked_earnings_id=E-004783
T-0012583,W-0087,2026-06-19T07:43:00,debit,44.56,childcare,childcare,prepaid,1,1175.75,
T-0012484,W-0087,2026-06-19T08:06:00,credit,200.94,income,employer_payroll,etransfer,0,7669.45,linked_earnings_id=E-004784
T-0012581,W-0087,2026-06-19T19:33:00,debit,36.37,transit,transit_fuel,cash,1,1247.74,
T-0012582,W-0087,2026-06-19T20:17:00,debit,27.43,food_out,restaurant_cafe,prepaid,0,1220.31,
T-0012585,W-0087,2026-06-20T07:38:00,debit,25.81,misc,general,cash,0,1091.41,
T-0012584,W-0087,2026-06-20T18:32:00,debit,58.53,healthcare,pharmacy_clinic,prepaid,1,1117.22,
T-0012586,W-0087,2026-06-21T07:32:00,debit,144.90,remittance,money_transfer,cash,1,946.51,
T-0012588,W-0087,2026-06-21T09:16:00,debit,65.70,cash_withdrawal,atm,cash,0,733.03,
T-0012587,W-0087,2026-06-21T16:53:00,debit,147.78,remittance,money_transfer,cash,1,798.73,
T-0012589,W-0087,2026-06-22T14:54:00,debit,74.95,cash_withdrawal,atm,cash,0,658.08,
T-0012486,W-0087,2026-06-23T07:33:00,credit,122.70,income,employer_payroll,payroll_card,0,7950.46,linked_earnings_id=E-004786
T-0012590,W-0087,2026-06-23T08:22:00,debit,90.26,cash_withdrawal,atm,cash,0,567.82,
T-0012591,W-0087,2026-06-23T15:03:00,debit,36.11,groceries,grocery,cash,1,531.71,
T-0012593,W-0087,2026-06-24T08:04:00,debit,158.79,debt_payment,loan_credit,cash,1,104.87,
T-0012592,W-0087,2026-06-24T11:22:00,debit,268.05,remittance,money_transfer,cash,1,263.66,
T-0012485,W-0087,2026-06-24T11:43:00,credit,158.31,income,employer_payroll,cash,0,7827.76,linked_earnings_id=E-004785
T-0012594,W-0087,2026-06-25T16:21:00,debit,33.75,clothing,retail,cash,0,71.12,
T-0012595,W-0087,2026-06-25T21:30:00,debit,38.70,groceries,grocery,cash,1,32.42,
T-0012487,W-0087,2026-06-26T11:12:00,credit,72.09,income,employer_payroll,payroll_card,0,8022.55,linked_earnings_id=E-004787
T-0012596,W-0087,2026-06-26T17:25:00,debit,28.23,misc,general,cash,0,4.19,
T-0012489,W-0087,2026-06-27T07:00:00,credit,223.05,income,employer_payroll,payroll_card,0,8374.07,linked_earnings_id=E-004789
T-0012597,W-0087,2026-06-27T11:06:00,debit,5.00,childcare,childcare,prepaid,1,-0.81,
T-0012488,W-0087,2026-06-28T10:50:00,credit,128.47,income,employer_payroll,payroll_card,0,8151.02,linked_earnings_id=E-004788
T-0012598,W-0087,2026-06-29T15:47:00,debit,5.00,remittance,money_transfer,prepaid,1,-5.81,
T-0012651,W-0088,2026-04-01T09:16:00,debit,1785.00,housing,rent,debit,1,5378.41,obligation_id=O-00329
T-0012599,W-0088,2026-04-02T22:58:00,credit,125.55,income,employer_payroll,etransfer,0,191.50,linked_earnings_id=E-004790
T-0012600,W-0088,2026-04-03T19:23:00,credit,129.39,income,employer_payroll,direct_deposit,0,320.89,linked_earnings_id=E-004791
T-0012664,W-0088,2026-04-04T10:17:00,debit,98.64,groceries,grocery,prepaid,1,920.75,
T-0012601,W-0088,2026-04-04T17:00:00,credit,192.39,income,employer_payroll,direct_deposit,0,513.28,linked_earnings_id=E-004792
T-0012663,W-0088,2026-04-04T22:09:00,debit,42.05,entertainment,streaming_leisure,debit,0,1019.39,
T-0012666,W-0088,2026-04-06T14:44:00,debit,12.87,personal_care,pharmacy_retail,cash,0,872.22,
T-0012665,W-0088,2026-04-06T20:08:00,debit,35.66,transit,transit_fuel,cash,1,885.09,
T-0012668,W-0088,2026-04-07T09:59:00,debit,217.60,remittance,money_transfer,cash,1,555.32,
T-0012667,W-0088,2026-04-07T16:51:00,debit,99.30,groceries,grocery,etransfer,1,772.92,
T-0012669,W-0088,2026-04-08T09:54:00,debit,49.65,childcare,childcare,cash,1,505.67,
T-0012670,W-0088,2026-04-08T14:58:00,debit,142.20,remittance,money_transfer,cash,1,363.47,
T-0012657,W-0088,2026-04-10T08:58:00,debit,157.00,utilities,utilities,cash,1,1420.41,obligation_id=O-00331
T-0012602,W-0088,2026-04-10T11:12:00,credit,121.29,income,employer_payroll,cash,0,634.57,linked_earnings_id=E-004793
T-0012672,W-0088,2026-04-10T11:14:00,debit,6.81,personal_care,pharmacy_retail,debit,0,285.17,
T-0012671,W-0088,2026-04-10T17:55:00,debit,71.49,groceries,grocery,prepaid,1,291.98,
T-0012673,W-0088,2026-04-11T16:10:00,debit,49.25,transit,transit_fuel,cash,1,235.92,
T-0012605,W-0088,2026-04-12T07:29:00,credit,119.37,income,employer_payroll,payroll_card,0,1056.63,linked_earnings_id=E-004796
T-0012603,W-0088,2026-04-12T11:57:00,credit,159.48,income,employer_payroll,direct_deposit,0,794.05,linked_earnings_id=E-004794
T-0012676,W-0088,2026-04-13T09:23:00,debit,82.33,groceries,grocery,prepaid,1,39.33,
T-0012675,W-0088,2026-04-13T12:20:00,debit,95.36,groceries,grocery,cash,1,121.66,
T-0012674,W-0088,2026-04-13T22:55:00,debit,18.90,groceries,grocery,cash,1,217.02,
T-0012677,W-0088,2026-04-14T10:00:00,debit,28.90,childcare,childcare,prepaid,1,10.43,
T-0012604,W-0088,2026-04-14T11:03:00,credit,143.21,income,employer_payroll,cash,0,937.26,linked_earnings_id=E-004795
T-0012678,W-0088,2026-04-14T19:26:00,debit,38.50,transit,transit_fuel,cash,1,-28.07,
T-0012607,W-0088,2026-04-15T20:23:00,credit,190.54,income,employer_payroll,etransfer,0,1342.33,linked_earnings_id=E-004798
T-0012608,W-0088,2026-04-17T16:04:00,credit,185.18,income,employer_payroll,cash,0,1527.51,linked_earnings_id=E-004799
T-0012679,W-0088,2026-04-18T10:03:00,debit,5.00,remittance,money_transfer,prepaid,1,-33.07,
T-0012606,W-0088,2026-04-18T11:40:00,credit,95.16,income,employer_payroll,payroll_card,0,1151.79,linked_earnings_id=E-004797
T-0012680,W-0088,2026-04-20T11:09:00,debit,5.00,groceries,grocery,cash,1,-38.07,
T-0012609,W-0088,2026-04-21T11:39:00,credit,98.04,income,employer_payroll,etransfer,0,1625.55,linked_earnings_id=E-004800
T-0012611,W-0088,2026-04-23T10:09:00,credit,79.44,income,employer_payroll,cash,0,1810.78,linked_earnings_id=E-004802
T-0012610,W-0088,2026-04-24T08:38:00,credit,105.79,income,employer_payroll,cash,0,1731.34,linked_earnings_id=E-004801
T-0012654,W-0088,2026-04-25T06:15:00,debit,77.00,phone,mobile_phone,debit,1,1731.41,obligation_id=O-00330
T-0012681,W-0088,2026-04-25T12:12:00,debit,31.73,entertainment,streaming_leisure,prepaid,0,-69.80,
T-0012660,W-0088,2026-04-26T09:12:00,debit,14.99,entertainment,streaming_/_subscription,debit,0,1091.42,obligation_id=O-00332
T-0012612,W-0088,2026-04-26T11:01:00,credit,84.39,income,employer_payroll,etransfer,0,1895.17,linked_earnings_id=E-004803
T-0012613,W-0088,2026-04-27T19:04:00,credit,151.95,income,employer_payroll,cash,0,2047.12,linked_earnings_id=E-004804
T-0012614,W-0088,2026-04-28T18:18:00,credit,97.30,income,employer_payroll,etransfer,0,2144.42,linked_earnings_id=E-004805
T-0012615,W-0088,2026-04-29T19:05:00,credit,200.26,income,employer_payroll,etransfer,0,2344.68,linked_earnings_id=E-004806
T-0012652,W-0088,2026-05-01T06:58:00,debit,1785.00,housing,rent,debit,1,3593.41,obligation_id=O-00329
T-0012616,W-0088,2026-05-05T11:04:00,credit,107.35,income,employer_payroll,payroll_card,0,2452.03,linked_earnings_id=E-004807
T-0012618,W-0088,2026-05-05T17:05:00,credit,85.96,income,employer_payroll,payroll_card,0,2703.24,linked_earnings_id=E-004809
T-0012619,W-0088,2026-05-07T08:45:00,credit,110.62,income,employer_payroll,cash,0,2813.86,linked_earnings_id=E-004810
T-0012620,W-0088,2026-05-08T11:50:00,credit,158.91,income,employer_payroll,payroll_card,0,2972.77,linked_earnings_id=E-004811
T-0012617,W-0088,2026-05-09T08:46:00,credit,165.25,income,employer_payroll,direct_deposit,0,2617.28,linked_earnings_id=E-004808
T-0012682,W-0088,2026-05-09T13:51:00,debit,5.00,groceries,grocery,prepaid,1,-74.80,
T-0012658,W-0088,2026-05-10T10:15:00,debit,157.00,utilities,utilities,etransfer,1,1263.41,obligation_id=O-00331
T-0012621,W-0088,2026-05-12T09:41:00,credit,137.61,income,employer_payroll,cash,0,3110.38,linked_earnings_id=E-004812
T-0012622,W-0088,2026-05-13T11:44:00,credit,191.31,income,employer_payroll,direct_deposit,0,3301.69,linked_earnings_id=E-004813
T-0012623,W-0088,2026-05-15T09:21:00,credit,132.87,income,employer_payroll,cash,0,3434.56,linked_earnings_id=E-004814
T-0012683,W-0088,2026-05-15T16:32:00,debit,10.84,misc,general,debit,0,-85.64,
T-0012625,W-0088,2026-05-17T07:18:00,credit,141.90,income,employer_payroll,etransfer,0,3709.07,linked_earnings_id=E-004816
T-0012624,W-0088,2026-05-19T07:27:00,credit,132.61,income,employer_payroll,etransfer,0,3567.17,linked_earnings_id=E-004815
T-0012626,W-0088,2026-05-20T08:21:00,credit,174.15,income,employer_payroll,direct_deposit,0,3883.22,linked_earnings_id=E-004817
T-0012627,W-0088,2026-05-20T21:57:00,credit,100.94,income,employer_payroll,payroll_card,0,3984.16,linked_earnings_id=E-004818
T-0012628,W-0088,2026-05-22T08:36:00,credit,175.69,income,employer_payroll,etransfer,0,4159.85,linked_earnings_id=E-004819
T-0012629,W-0088,2026-05-22T22:19:00,credit,143.71,income,employer_payroll,etransfer,0,4303.56,linked_earnings_id=E-004820
T-0012655,W-0088,2026-05-25T06:28:00,debit,77.00,phone,mobile_phone,debit,1,1654.41,obligation_id=O-00330
T-0012661,W-0088,2026-05-26T06:35:00,debit,14.99,entertainment,streaming_/_subscription,debit,0,1076.43,obligation_id=O-00332
T-0012630,W-0088,2026-05-28T11:27:00,credit,99.05,income,employer_payroll,etransfer,0,4402.61,linked_earnings_id=E-004821
T-0012631,W-0088,2026-05-30T08:34:00,credit,140.93,income,employer_payroll,etransfer,0,4543.54,linked_earnings_id=E-004822
T-0012632,W-0088,2026-05-30T11:45:00,credit,109.78,income,employer_payroll,direct_deposit,0,4653.32,linked_earnings_id=E-004823
T-0012633,W-0088,2026-05-31T09:07:00,credit,99.15,income,employer_payroll,cash,0,4752.47,linked_earnings_id=E-004824
T-0012653,W-0088,2026-06-01T06:52:00,debit,1785.00,housing,rent,etransfer,1,1808.41,obligation_id=O-00329
T-0012635,W-0088,2026-06-06T09:13:00,credit,203.08,income,employer_payroll,payroll_card,0,5050.41,linked_earnings_id=E-004826
T-0012634,W-0088,2026-06-06T09:41:00,credit,94.86,income,employer_payroll,payroll_card,0,4847.33,linked_earnings_id=E-004825
T-0012637,W-0088,2026-06-08T09:21:00,credit,106.84,income,employer_payroll,etransfer,0,5312.97,linked_earnings_id=E-004828
T-0012638,W-0088,2026-06-08T16:51:00,credit,172.21,income,employer_payroll,payroll_card,0,5485.18,linked_earnings_id=E-004829
T-0012636,W-0088,2026-06-09T08:32:00,credit,155.72,income,employer_payroll,direct_deposit,0,5206.13,linked_earnings_id=E-004827
T-0012659,W-0088,2026-06-10T08:25:00,debit,157.00,utilities,utilities,debit,1,1106.41,obligation_id=O-00331
T-0012639,W-0088,2026-06-12T08:18:00,credit,94.59,income,employer_payroll,cash,0,5579.77,linked_earnings_id=E-004830
T-0012641,W-0088,2026-06-14T07:57:00,credit,233.32,income,employer_payroll,payroll_card,0,5914.69,linked_earnings_id=E-004832
T-0012640,W-0088,2026-06-14T11:27:00,credit,101.60,income,employer_payroll,cash,0,5681.37,linked_earnings_id=E-004831
T-0012684,W-0088,2026-06-15T13:34:00,debit,5.00,transit,transit_fuel,cash,1,-90.64,
T-0012643,W-0088,2026-06-17T11:34:00,credit,152.69,income,employer_payroll,payroll_card,0,6207.56,linked_earnings_id=E-004834
T-0012642,W-0088,2026-06-19T11:27:00,credit,140.18,income,employer_payroll,payroll_card,0,6054.87,linked_earnings_id=E-004833
T-0012645,W-0088,2026-06-22T09:10:00,credit,99.03,income,employer_payroll,cash,0,6475.33,linked_earnings_id=E-004836
T-0012644,W-0088,2026-06-22T09:12:00,credit,168.74,income,employer_payroll,etransfer,0,6376.30,linked_earnings_id=E-004835
T-0012685,W-0088,2026-06-22T11:36:00,debit,5.65,entertainment,streaming_leisure,cash,0,-96.29,
T-0012647,W-0088,2026-06-23T19:04:00,credit,149.65,income,employer_payroll,etransfer,0,6717.49,linked_earnings_id=E-004838
T-0012656,W-0088,2026-06-25T10:17:00,debit,77.00,phone,mobile_phone,debit,1,1577.41,obligation_id=O-00330
T-0012662,W-0088,2026-06-26T10:52:00,debit,14.99,entertainment,streaming_/_subscription,debit,0,1061.44,obligation_id=O-00332
T-0012649,W-0088,2026-06-26T18:39:00,credit,203.58,income,employer_payroll,etransfer,0,7082.57,linked_earnings_id=E-004840
T-0012646,W-0088,2026-06-27T07:31:00,credit,92.51,income,employer_payroll,etransfer,0,6567.84,linked_earnings_id=E-004837
T-0012650,W-0088,2026-06-27T18:49:00,credit,80.84,income,employer_payroll,direct_deposit,0,7163.41,linked_earnings_id=E-004841
T-0012648,W-0088,2026-06-28T10:48:00,credit,161.50,income,employer_payroll,etransfer,0,6878.99,linked_earnings_id=E-004839
T-0012686,W-0088,2026-06-30T20:59:00,debit,5.00,groceries,grocery,etransfer,1,-101.29,
